DistrictID,Autism,Kstudent,Rate,Area_km,LC11,LC21,LC2B,LC31,LC4,LC52,LC71,LC8,LC9,Avecanopy,Prdcan100,Prdcan50,Roadensity,Rd4,Pop,Popm,Popf,Malep,Femalep,Popden,Age19l,Age65m,Whitep,Blackp,Asisanp,Vehicle0,Unemploy,Income_median,Income_sd_median,RLC2b,RLC4,RLC71,Rcanopy,Rroadcan100,Rroadcan50,LC1106,LC2106,LC2B06,LC3106,LC406,LC5206,LC7106,LC806,LC906,RLC2B06,RLC406,RLC7106
369,6,919,6.53,176.4,0.49,6.43,1.29,1.4,7.2,0.29,56.28,22.55,4.09,5.92,7.02,6.6,0.278,2,8722,4447,4275,50.99,49.01,49.44,30.81,14.66,72.04,1.85,6.82,3.35,18.61,39124,3.9124,0.129,0.72,5.628,0.592,0.702,0.66,0.47,6.45,1.27,1.42,7.2,0.29,56.23,22.59,4.09,0.127,0.72,5.623
370,191,13676,13.97,189.4,0.82,14.47,24.89,4.11,0.01,31.81,13.82,9.42,0.64,0.08,0.06,0.07,0.861,4,120530,59435,61095,49.31,50.69,636.38,39.46,5.68,45.79,15.25,4.78,4.57,12.2,48657,4.8657,2.489,0.001,1.382,0.008,0.006,0.007,0.81,14.93,22.48,4.27,0.01,33.81,13.83,9.22,0.65,2.248,0.001,1.383
371,1,403,2.48,127.6,0.1,2.84,1.95,0.25,0.01,0,1.77,93,0.1,0.01,0,0,0.162,2,2628,1328,1300,50.53,49.47,20.60,33.26,9.28,74.24,4.22,0,3.44,16.56,33015,3.3015,0.195,0.001,0.177,0.001,0,0,0.1,2.81,1.91,0.25,0.01,0,1.77,93.05,0.1,0.191,0.001,0.177
372,97,10785,8.99,240,0.22,5.42,22.71,0.07,0,7.3,16.04,47.87,0.35,0.06,0.06,0.04,0.813,4,107548,52416,55132,48.74,51.26,448.12,33.77,8.96,65.95,8.75,9.25,4.25,7.48,60099,6.0099,2.271,0,1.604,0.006,0.006,0.004,0.25,5.45,20.26,0.07,0,7.36,16.24,50.06,0.33,2.026,0,1.624
373,0,7,0.00,873.8,0,2.15,0.06,3.04,8.12,39.6,46.9,0.04,0.1,7.01,2.82,2.17,0.034,1,136,68,68,50.00,50.00,0.16,20.59,16.18,69.85,0,0,2.25,9.68,59861,5.9861,0.006,0.812,4.69,0.701,0.282,0.217,0.01,2.15,0.05,3.04,8.1,39.6,46.91,0.04,0.1,0.005,0.81,4.691
374,0,118,0.00,16.4,0.1,5.19,4.02,0,0,0,0.08,89.45,1.17,7.56,5.1,3.29,0.406,3,2580,1321,1259,51.20,48.80,157.32,29.77,9.73,81.59,1.86,11.32,2.33,9.35,67500,6.75,0.402,0,0.008,0.756,0.51,0.329,0.1,5.07,3.88,0,0,0,0.08,89.7,1.18,0.388,0,0.008
375,0,14,0.00,10.2,4.06,6.27,27.26,4.79,3.89,17.2,25.11,0,11.43,8.2,25.29,22.92,0.190,2,441,206,235,46.71,53.29,43.24,24.26,3.85,88.66,2.04,0,1.05,3.01,55441,5.5441,2.726,0.389,2.511,0.82,2.529,2.292,4.05,6.36,27.2,4.76,3.89,17.19,25.13,0,11.42,2.72,0.389,2.513
376,25,4957,5.04,125.9,0,16.91,9.27,0.04,0.04,23.76,41.04,8.81,0.12,0.03,0.02,0.02,0.531,3,39867,19996,19871,50.16,49.84,316.66,40.29,6.34,49.85,10.35,3.36,6.28,13.34,42823,4.2823,0.927,0.004,4.104,0.003,0.002,0.002,0,17.09,8.43,0.17,0.04,23.84,41.2,9.11,0.12,0.843,0.004,4.12
377,14,2014,6.95,87.9,1.01,8.07,19.49,0.22,6.01,5.61,45.02,0.7,13.86,6.61,1.78,1.68,0.805,4,29399,14555,14844,49.51,50.49,334.46,23.53,12.56,87.85,1.57,4.01,5.18,5.67,65333,6.5333,1.949,0.601,4.502,0.661,0.178,0.168,1.09,8.19,19.34,0,6.02,5.62,45.05,0.7,13.99,1.934,0.602,4.505
378,0,61,0.00,978.6,1.63,0.08,0.02,25.7,47.04,20.57,4.66,0,0.16,28.4,58.72,56.39,0.010,1,695,356,339,51.22,48.78,0.71,15.4,19.28,99.28,0,0.43,0.24,5.52,62031,6.2031,0.002,4.704,0.466,2.84,5.872,5.639,1.63,0.08,0.02,25.71,47.07,20.53,4.67,0,0.16,0.002,4.707,0.467
379,9,1161,7.75,35.7,0.1,12.88,21.3,0.01,0.61,1.4,15.05,48.32,0.32,1.56,4.07,5.19,0.407,3,14514,7222,7292,49.76,50.24,406.55,27.35,12.21,81.49,3.47,5.53,4.89,7.55,67595,6.7595,2.13,0.061,1.505,0.156,0.407,0.519,0.1,12.98,21.03,0.01,0.6,1.4,15.07,48.49,0.32,2.103,0.06,1.507
380,2,250,8.00,600.3,0.03,1.5,0.08,0,80.83,11.99,5.22,0.14,0.19,57.95,43.78,42.38,0.086,1,4329,2207,2122,50.98,49.02,7.21,22.57,11.99,97.37,1.11,1.32,2.16,8.61,54852,5.4852,0.008,8.083,0.522,5.795,4.378,4.238,0.03,1.5,0.09,0,81.14,11.86,5.05,0.15,0.19,0.009,8.114,0.505
381,6,1048,5.73,45.8,0,3.91,9.85,0.04,0,0,0.53,85.67,0,0.01,0,0,0.246,2,9387,5224,4163,55.65,44.35,204.96,35.07,7.64,85.69,7.04,5.47,4.68,5.7,66342,6.6342,0.985,0,0.053,0.001,0,0,0,3.86,8.51,0.04,0,0,0.58,87.01,0,0.851,0,0.058
382,2,56,35.71,335.4,5.95,0.67,0.04,0.04,81.57,9.17,2.55,0,0,60.09,57.85,55.3,0.116,1,1294,680,614,52.55,47.45,3.86,23.34,16.92,96.06,0,0.93,1.91,15.13,35486,3.5486,0.004,8.157,0.255,6.009,5.785,5.53,6.09,0.67,0.04,0.04,83.58,7.79,1.79,0,0,0.004,8.358,0.179
383,1,693,1.44,195.3,0.65,3.98,1.41,0.3,0,0,13.44,80.14,0.09,0,0,0,0.200,2,4297,2298,1999,53.48,46.52,22.00,41.45,4.68,73.49,4.61,0.98,2.22,19.91,32121,3.2121,0.141,0,1.344,0,0,0,0.67,3.99,1.37,0.3,0,0,13.57,80.02,0.07,0.137,0,1.357
384,2,637,3.14,133.7,0.81,9.65,1.34,0.08,76.1,5.02,6.99,0,0,57.72,42.64,34.49,0.268,2,13795,7033,6762,50.98,49.02,103.18,21.36,17.41,95.54,0.87,1.41,2.05,5.27,75423,7.5423,0.134,7.61,0.699,5.772,4.264,3.449,0.79,9.67,1.34,0.07,76.51,4.69,6.93,0,0,0.134,7.651,0.693
385,4,835,4.79,125.9,0.37,4.33,6.31,0,72.84,10.35,5.62,0,0.18,61.6,39.19,35.7,0.357,3,14527,7032,7495,48.41,51.59,115.39,25.22,15.12,88.58,1.57,1.49,5.09,10.23,55885,5.5885,0.631,7.284,0.562,6.16,3.919,3.57,0.37,4.27,6.22,0,73.6,10.2,5.16,0,0.18,0.622,7.36,0.516
386,0,88,0.00,134.2,0.05,3.18,2.04,1.29,0,0.5,8.16,84.76,0.03,1.03,0.34,0.08,0.353,3,434,226,208,52.07,47.93,3.23,25.12,13.59,75.58,0,3.69,5.2,7.52,61188,6.1188,0.204,0,0.816,0.103,0.034,0.008,0.06,3.17,2.03,1.68,0,0.17,8.63,84.25,0.02,0.203,0,0.863
387,8,524,15.27,129,0.11,3.36,1.82,0.3,0.09,0.33,60.65,32.87,0.47,1.07,0.53,0.36,0.185,2,4219,2130,2089,50.49,49.51,32.71,31.24,10.05,61.6,0.14,0.52,9.09,14.99,35266,3.5266,0.182,0.009,6.065,0.107,0.053,0.036,0.07,3.36,1.81,0.3,0.09,0.22,60.75,32.93,0.47,0.181,0.009,6.075
388,1,98,10.20,65,0.04,3.52,1.51,1.71,0,0.41,2.4,90.38,0.02,3.14,3.22,2.07,0.160,2,551,293,258,53.18,46.82,8.48,30.85,13.79,85.84,0,12.89,4.46,2.28,61125,6.1125,0.151,0,0.24,0.314,0.322,0.207,0,3.52,1.51,1.74,0,0,2.54,90.67,0.02,0.151,0,0.254
389,0,130,0.00,135.6,0.11,3.79,1.14,0.17,0,0.01,9.02,82.39,3.38,0.24,0.14,0.05,0.466,3,1211,624,587,51.53,48.47,8.93,30.97,11.81,87.78,0.41,9.41,0.24,3.9,75063,7.5063,0.114,0,0.902,0.024,0.014,0.005,0.07,3.78,1.12,0.17,0,0.01,9.03,82.44,3.38,0.112,0,0.903
390,12,944,12.71,249.3,0.59,6.82,1.05,0,61.34,3.6,26.54,0.05,0,42.29,41.8,38.42,0.113,1,20311,10192,10119,50.18,49.82,81.47,21.74,21.35,95.61,0.8,1.77,1.4,4.26,63410,6.341,0.105,6.134,2.654,4.229,4.18,3.842,0.6,6.83,1.05,0,61.53,3.53,26.41,0.05,0,0.105,6.153,2.641
391,4,321,12.46,89.9,2.74,6.08,1.97,0.01,63.51,1.6,24.09,0,0,40.32,38.46,34.72,0.188,2,7740,3825,3915,49.42,50.58,86.10,21.15,28.18,96.4,0.34,2.2,0.36,6.61,69035,6.9035,0.197,6.351,2.409,4.032,3.846,3.472,2.74,6.08,1.97,0.01,63.59,1.58,24.04,0,0,0.197,6.359,2.404
392,66,4619,14.29,126.2,0.09,14.9,34.31,0.36,0.56,20.89,2.69,26.11,0.09,1.34,0.48,0.43,1.143,4,71546,35755,35791,49.97,50.03,566.93,26.68,15.41,78.66,2.28,10.21,3.19,5.83,83208,8.3208,3.431,0.056,0.269,0.134,0.048,0.043,0.09,15.17,33.63,0.45,0.56,20.97,2.8,26.22,0.09,3.363,0.056,0.28
393,0,91,0.00,283.4,0.01,3,0.03,1.37,2.26,24.51,59.18,9.57,0.06,4.94,0.11,0.05,0.029,1,671,327,344,48.73,51.27,2.37,20.57,14.61,95.38,0,0,0,6.32,61464,6.1464,0.003,0.226,5.918,0.494,0.011,0.005,0.02,2.99,0.03,1.21,2.27,24.61,61.5,7.32,0.05,0.003,0.227,6.15
394,1,376,2.66,46.6,0.04,4.66,1.37,0.26,0,0,1.58,92.09,0,0.09,0.03,0.05,0.276,2,1887,1026,861,54.37,45.63,40.49,37.78,6.73,65.29,0.37,20.4,6.07,15.34,39000,3.9,0.137,0,0.158,0.009,0.003,0.005,0.04,4.66,1.37,0.26,0,0,1.58,92.08,0,0.137,0,0.158
395,0,6,0.00,398.6,0.01,1.95,0.22,0,22.49,25.45,49.27,0.52,0.09,24.58,16.98,13.59,0.158,2,428,258,170,60.28,39.72,1.07,20.79,16.59,77.8,5.14,2.34,4.31,9.3,27125,2.7125,0.022,2.249,4.927,2.458,1.698,1.359,0.01,1.95,0.22,0,23.21,24.98,49.02,0.53,0.08,0.022,2.321,4.902
396,6,711,8.44,95.8,0.92,6.92,1.83,5.87,0.02,0,8.33,70.27,5.82,1.43,1.11,0.63,0.360,3,2963,1470,1493,49.61,50.39,30.93,39.86,4.93,59.43,11.14,27.98,0.22,2.93,90329,9.0329,0.183,0.002,0.833,0.143,0.111,0.063,0.92,7,1.75,5.99,0.02,0,8.55,69.95,5.81,0.175,0.002,0.855
397,1,455,2.20,516.8,2.62,2.16,0.39,0.01,73.39,20.68,0.59,0,0.15,53.36,54.51,51.78,0.175,2,9044,4355,4689,48.15,51.85,17.50,22.15,13.77,97.95,0,1.26,1.58,10.65,54707,5.4707,0.039,7.339,0.059,5.336,5.451,5.178,2.63,2.16,0.38,0.01,73.89,20.17,0.6,0,0.15,0.038,7.389,0.06
398,0,177,0.00,347,0.87,2.86,1.18,0.41,0,0.01,31.29,59.17,4.2,0,0.01,0.02,0.150,2,812,396,416,48.77,51.23,2.34,38.05,8.37,83,2.71,0,5.84,8.43,46494,4.6494,0.118,0,3.129,0,0.001,0.002,0.86,2.85,1.18,0.41,0,0.01,31.32,59.16,4.2,0.118,0,3.132
399,0,43,0.00,252.1,0.71,1.22,0.15,0.09,21.67,52.52,17.68,5.39,0.58,21.58,12.23,11.22,0.148,1,770,372,398,48.31,51.69,3.05,21.3,7.53,96.1,0,0,1.72,8.15,64286,6.4286,0.015,2.167,1.768,2.158,1.223,1.122,0.71,1.21,0.15,0.09,21.69,52.53,17.64,5.39,0.58,0.015,2.169,1.764
400,4,520,7.69,51.3,0.13,29.3,3.04,0,55.58,1.45,9.32,0.09,1.07,60.05,56.07,56.29,0.583,3,6623,3354,3269,50.64,49.36,129.10,24.81,24.54,95.26,0.44,8.49,2.39,4.25,177083,17.7083,0.304,5.558,0.932,6.005,5.607,5.629,0.13,29.31,3.03,0,55.59,1.45,9.31,0.09,1.08,0.303,5.559,0.931
401,0,228,0.00,110.2,0,3.89,1.2,0.08,0,0,0.64,94.18,0,0,0,0,0.196,2,1592,927,665,58.23,41.77,14.45,35.99,7.91,63.07,0.82,0,3.08,6.46,41000,4.1,0.12,0,0.064,0,0,0,0,3.88,1.2,0.08,0,0,0.64,94.2,0,0.12,0,0.064
402,3,421,7.13,48.2,0.39,40.8,25.98,0.07,1.11,24.74,6.57,0,0.33,5.19,7.18,8,0.539,3,4661,2341,2320,50.23,49.77,96.70,24.44,16.84,96.91,0,1.76,0,0,182898,18.2898,2.598,0.111,0.657,0.519,0.718,0.8,0.39,40.79,25.84,0.09,1.11,24.79,6.67,0,0.33,2.584,0.111,0.667
403,0,77,0.00,2866.4,0.52,35.83,0.17,0.43,7.5,51.41,1.64,1.92,0.58,5.98,0.72,0.42,0.031,1,101,52,49,51.49,48.51,0.04,4.95,35.64,84.16,0,0,4.76,4.88,31250,3.125,0.017,0.75,0.164,0.598,0.072,0.042,1.48,0.4,0.27,0.08,12.04,79.88,2.32,2.79,0.74,0.027,1.204,0.232
404,12,2846,4.22,32.3,39.55,3.9,32.41,6.91,0,0,0.67,0,16.56,0.44,1.34,1.29,1.155,4,38660,20328,18332,52.58,47.42,1196.90,33.03,7.88,54.05,21.32,4.77,9.42,10.12,48639,4.8639,3.241,0,0.067,0.044,0.134,0.129,46.31,4,32.01,0.18,0,0,0.67,0,16.84,3.201,0,0.067
405,0,52,0.00,514.3,1.64,1.6,0.09,0.03,17.11,4.34,73.07,1.8,0.31,8.71,1.52,1.1,0.083,1,1269,641,628,50.51,49.49,2.47,22.3,15.6,95.59,2.84,1.1,0.5,5.06,57500,5.75,0.009,1.711,7.307,0.871,0.152,0.11,1.9,1.6,0.09,0.03,17.14,4.35,72.7,1.88,0.31,0.009,1.714,7.27
406,0,128,0.00,127.9,0.12,4.66,0.37,0,60.57,4.55,29.69,0.02,0.01,36.99,38.17,34.53,0.239,2,4357,2325,2032,53.36,46.64,34.07,17.14,18.98,98.42,0,2.75,0,9.46,52309,5.2309,0.037,6.057,2.969,3.699,3.817,3.453,0.12,4.67,0.38,0,60.59,4.5,29.71,0.02,0.01,0.038,6.059,2.971
407,18,1513,11.90,307.9,0.85,5.43,4.32,0.84,3.59,5.99,72.28,5.47,1.23,7.58,5.21,2.74,0.193,2,18005,8331,9674,46.27,53.73,58.48,30.26,13.92,85.7,0.73,2.48,8.25,11.83,38087,3.8087,0.432,0.359,7.228,0.758,0.521,0.274,0.84,5.5,4.2,0.84,3.6,5.99,72.26,5.54,1.23,0.42,0.36,7.226
408,23,2325,9.89,68.4,3.4,21.06,34.09,1.34,7.49,16.58,11.48,2.84,1.72,18.41,6.48,4.08,0.821,4,34138,16003,18135,46.88,53.12,499.09,26.29,14.49,92.82,1.58,3.08,9.42,12.76,45148,4.5148,3.409,0.749,1.148,1.841,0.648,0.408,3.33,21.9,33.06,1.39,7.53,16.55,11.63,2.89,1.72,3.306,0.753,1.163
409,65,6279,10.35,79,4.51,13.76,41.63,4.02,20.74,1.72,1.59,0.56,11.46,25.29,12.77,10.21,1.333,4,91362,46571,44791,50.97,49.03,1156.48,27.19,10.68,80.14,2.73,7.2,4.95,6.85,73031,7.3031,4.163,2.074,0.159,2.529,1.277,1.021,8.34,13.85,41.52,0.19,20.75,1.72,1.59,0.56,11.48,4.152,2.075,0.159
410,7,870,8.05,23.8,25.2,12.8,33.35,0.1,9.65,7.33,11.39,0,0.18,22.04,35.28,36.44,0.863,4,13495,6453,7042,47.82,52.18,567.02,24.94,19.67,93.06,0.19,7.17,1.66,3.4,131065,13.1065,3.335,0.965,1.139,2.204,3.528,3.644,25.19,12.67,32.99,0.1,9.72,7.56,11.59,0,0.18,3.299,0.972,1.159
411,1,97,10.31,988.2,0.06,2.11,0.06,0.17,28.09,40.74,28.15,0.22,0.39,25.74,,,0.000,1,1276,635,641,49.76,50.24,1.29,19.28,20.85,90.99,0,2.51,1.56,7.73,42083,4.2083,0.006,2.809,2.815,2.574,,,0.06,2.11,0.07,0.14,28.26,40.65,28.09,0.23,0.39,0.007,2.826,2.809
413,18,2717,6.62,132.5,4.35,7.56,10.13,0.31,28.91,25.59,23.12,0.01,0.02,29.54,21.93,20.24,0.377,3,33641,17398,16243,51.72,48.28,253.89,31.01,9.64,91.27,1.03,7.37,2.05,4.78,107097,10.7097,1.013,2.891,2.312,2.954,2.193,2.024,4.09,7.25,9.31,0.6,29.2,25.8,23.73,0.01,0.02,0.931,2.92,2.373
414,2,165,12.12,61.8,0.82,5.63,2.55,6.43,3.11,0.17,34.87,44.93,1.49,3.94,2.49,0.8,0.396,3,1158,625,533,53.97,46.03,18.74,32.82,15.03,91.71,0,3.11,1.38,8.33,50694,5.0694,0.255,0.311,3.487,0.394,0.249,0.08,0.82,5.58,2.53,6.52,3.4,0,33.92,45.74,1.49,0.253,0.34,3.392
415,1,514,1.95,68.7,0.13,3.99,2.79,0.66,0,0,1.4,91.04,0,0.42,0.45,0.45,0.222,2,3044,1571,1473,51.61,48.39,44.31,46.42,5.26,44.12,0,7.33,11.23,13.36,28158,2.8158,0.279,0,0.14,0.042,0.045,0.045,0.13,3.91,2.75,0.66,0,0,1.25,91.3,0,0.275,0,0.125
416,20,2231,8.96,220.5,0.04,6.3,5.78,0.67,0,0,2.55,84.65,0,0.43,0.09,0.04,0.488,3,16648,8313,8335,49.93,50.07,75.50,40.74,8.25,73.89,0.89,0.06,7.41,10.16,36645,3.6645,0.578,0,0.255,0.043,0.009,0.004,0.04,6.27,5.35,0.69,0,0,2.4,85.25,0,0.535,0,0.24
417,2,136,14.71,142.5,0.08,1.46,0.53,0.01,65.41,25.54,3.4,3.48,0.09,36.75,4.17,3.28,0.044,1,1390,703,687,50.58,49.42,9.75,27.91,8.85,97.34,2.01,0.58,1.27,5.68,83917,8.3917,0.053,6.541,0.34,3.675,0.417,0.328,0.02,1.46,0.53,0.01,65.43,25.61,3.37,3.49,0.09,0.053,6.543,0.337
418,22,2560,8.59,161.2,0.27,9.39,8.83,0.02,46.92,22.14,12.18,0.2,0.06,44.53,29.71,28.27,0.388,3,39095,18420,20675,47.12,52.88,242.52,23.03,19.47,89.89,2.46,5.21,4.61,7.35,71230,7.123,0.883,4.692,1.218,4.453,2.971,2.827,0.26,9.54,8.66,0.01,46.96,22.13,12.18,0.2,0.06,0.866,4.696,1.218
419,1,640,1.56,245.1,3.71,5.98,2.63,0.41,0.01,7.49,13.94,64.08,1.76,0,0,0,0.372,3,5020,2604,2416,51.87,48.13,20.48,35.78,8.47,81.27,0.98,0,0.9,8.36,82333,8.2333,0.263,0.001,1.394,0,0,0,4.16,5.97,2.45,0.41,0,7.47,13.29,64.59,1.65,0.245,0,1.329
420,4,214,18.69,83.4,1.21,2.47,1.76,0.46,65.04,15.15,13.64,0,0.27,64.57,17.97,13.37,0.079,1,3196,1541,1655,48.22,51.78,38.32,25.94,10.01,86.14,3.04,5.63,3.11,10.32,31992,3.1992,0.176,6.504,1.364,6.457,1.797,1.337,1.21,2.49,1.74,0.47,66.64,14.28,12.9,0,0.27,0.174,6.664,1.29
421,13,3022,4.30,40.8,0.66,4.83,45.59,1.49,0.06,0.36,1.78,44.33,0.89,0.11,0.17,0.14,1.655,4,29397,14385,15012,48.93,51.07,720.51,34.36,6.65,59.62,8.08,8.33,4.35,5.37,59271,5.9271,4.559,0.006,0.178,0.011,0.017,0.014,0.88,5.64,43.95,1.67,0.06,0.36,1.88,44.67,0.9,4.395,0.006,0.188
422,0,72,0.00,169,10.03,3.79,0.58,1.58,0.02,0.88,55.61,23.57,3.94,2.08,1.06,0.54,0.125,1,254,117,137,46.06,53.94,1.50,22.83,16.54,90.94,0,0.79,0,3.85,44500,4.45,0.058,0.002,5.561,0.208,0.106,0.054,9.94,3.79,0.57,1.59,0.02,0.82,57.82,21.52,3.92,0.057,0.002,5.782
423,11,1751,6.28,26.2,0,27.59,52.11,0.02,0,0,11.4,7.75,1.13,0.14,0.23,0.24,1.389,4,19286,10335,8951,53.59,46.41,736.11,31.98,8.89,56.72,14.38,16.18,4.37,12.08,48712,4.8712,5.211,0,1.14,0.014,0.023,0.024,0,29.35,50.28,0.02,0,0,11.36,7.86,1.13,5.028,0,1.136
424,0,239,0.00,27.6,0.02,5.48,1.95,0.5,0,0,2.32,89.73,0,0.13,0.22,0.29,0.237,2,1287,602,685,46.78,53.22,46.63,37.84,8.62,78.4,0,6.06,9.97,11.23,40956,4.0956,0.195,0,0.232,0.013,0.022,0.029,0.02,5.48,1.94,0.5,0,0,2.28,89.77,0,0.194,0,0.228
425,7,452,15.49,20.4,0,30.85,14.58,0,43.74,3.14,7.08,0.52,0.11,45.99,14.8,13.35,0.682,3,5239,2581,2658,49.27,50.73,256.81,28.86,16.95,91.91,0.55,0.69,2.89,4.14,42352,4.2352,1.458,4.374,0.708,4.599,1.48,1.335,0,31.64,13.79,0,44.13,2.82,7.02,0.5,0.1,1.379,4.413,0.702
426,7,2049,3.42,81.6,0.57,23.15,13.66,1.14,0,12.72,23.29,25.47,0,0,0.01,0.01,0.782,3,19457,9392,10065,48.27,51.73,238.44,32.91,11.8,66.7,4.78,3.59,3.97,11.34,56651,5.6651,1.366,0,2.329,0,0.001,0.001,0.46,23.56,10.66,1.96,0,12.76,23.8,26.81,0,1.066,0,2.38
427,31,3404,9.11,64.4,0.12,10.7,40.01,0.09,0,0.24,0.95,47.86,0.04,0.01,0.01,0.01,0.824,4,41277,20370,20907,49.35,50.65,640.95,33.65,7.11,84.51,2.87,4.9,1.44,4.54,86542,8.6542,4.001,0,0.095,0.001,0.001,0.001,0,11.19,35.6,0.09,0,0.55,1.16,51.41,0,3.56,0,0.116
428,2,1477,1.35,4.3,0,16.46,78.51,0,0.23,0.21,4.58,0,0,2.54,1.33,0.81,3.184,4,11864,6483,5381,54.64,45.36,2759.07,30.05,6.39,63.9,2.66,3.86,6.68,8.9,47163,4.7163,7.851,0.023,0.458,0.254,0.133,0.081,0,17.3,77.66,0,0.23,0.21,4.59,0,0,7.766,0.023,0.459
429,14,1901,7.36,8,0,2.79,96.69,0,0,0.11,0.4,0,0,2.8,2.19,1.8,4.237,4,28060,13723,14337,48.91,51.09,3507.50,25.86,16.55,24.87,1.27,54.03,5.89,6.77,48791,4.8791,9.669,0,0.04,0.28,0.219,0.18,0,3.1,96.38,0,0,0,0.52,0,0,9.638,0,0.052
430,75,6606,11.35,110.6,0.03,14.83,41.62,2.06,0.04,0.01,17.04,22.6,1.77,2.2,1.58,1,1.608,4,74449,37478,36971,50.34,49.66,673.14,27.32,13.37,83.78,2.14,9.2,3.83,5.94,68974,6.8974,4.162,0.004,1.704,0.22,0.158,0.1,0.03,15.94,38.45,4.13,0.04,0.01,16.96,22.64,1.79,3.845,0.004,1.696
431,0,226,0.00,6.3,0.11,47.98,5.99,0,35.22,4.78,5.9,0,0.01,61.69,44.5,44.26,0.242,2,2248,1037,1211,46.13,53.87,356.83,30.47,17.7,95.86,1.65,4.09,1.85,2.92,140852,14.0852,0.599,3.522,0.59,6.169,4.45,4.426,0.08,48.15,5.86,0,35.18,4.79,5.92,0,0.01,0.586,3.518,0.592
432,8,1412,5.67,33,0.02,30.9,12.69,0,34.63,8.87,12.89,0,0,46.08,36.29,30.91,0.519,3,22878,11274,11604,49.28,50.72,693.27,23.09,12.68,95,0.87,3.92,4.23,3.63,93175,9.3175,1.269,3.463,1.289,4.608,3.629,3.091,0.02,31.04,12.61,0,34.62,8.84,12.87,0,0,1.261,3.462,1.287
433,1,81,12.35,481.2,0.37,1.07,0.17,19.75,5.4,61.65,6.67,3.96,0.87,4.09,0.32,0.16,0.077,1,1061,560,501,52.78,47.22,2.20,17.81,16.12,92.08,1.6,3.68,0,8.37,65357,6.5357,0.017,0.54,0.667,0.409,0.032,0.016,0.37,1.07,0.16,19.74,5.44,61.87,6.42,3.97,0.88,0.016,0.544,0.642
434,24,1883,12.75,64.9,0.09,4.65,15.86,0.01,0,0,1.47,73.23,4.69,8.37,0.48,0.28,0.356,3,19530,10188,9342,52.17,47.83,300.92,35.8,6.5,78.19,4.38,8.79,1.97,6.83,65108,6.5108,1.586,0,0.147,0.837,0.048,0.028,0.09,4.62,15.15,0.01,0,0,1.47,73.97,4.69,1.515,0,0.147
435,28,6949,4.03,35.6,0.01,11.46,78.68,0.06,0.01,0,0.26,9.45,0.06,0.15,0.12,0.17,2.508,4,72480,37101,35379,51.19,48.81,2035.96,32.32,10.2,62.93,2.63,7.57,7.34,9.6,49692,4.9692,7.868,0.001,0.026,0.015,0.012,0.017,0.01,11.8,78.16,0.04,0.01,0,0.29,9.64,0.06,7.816,0.001,0.029
436,1,130,7.69,1221.8,1.13,4.16,0.1,0.56,25.53,37.73,26.79,2.28,1.72,16.74,5.53,4.07,0.056,1,1383,685,698,49.53,50.47,1.13,26.03,9.91,92.62,0.94,1.88,2.19,6.43,66750,6.675,0.01,2.553,2.679,1.674,0.553,0.407,1.13,4.17,0.09,1.74,25.63,37.51,25.74,2.28,1.71,0.009,2.563,2.574
437,0,76,0.00,641.2,0.02,5.38,0.44,3.87,7.28,35.44,39.96,6.83,0.76,7.6,2.17,1.36,0.108,1,803,459,344,57.16,42.84,1.25,34.74,5.48,89.79,0,0,0,8.89,49432,4.9432,0.044,0.728,3.996,0.76,0.217,0.136,0.02,5.39,0.43,3.82,7.32,35.66,39.98,6.62,0.76,0.043,0.732,3.998
438,28,1852,15.12,17.6,5.03,15.85,75.62,0,2.93,0.29,0.27,0,0,12.2,15.65,14.83,3.822,4,35278,16839,18439,47.73,52.27,2004.43,23.5,11.95,60.61,2.13,27.48,4,5.24,74689,7.4689,7.562,0.293,0.027,1.22,1.565,1.483,5.04,16.04,75.43,0,2.93,0.29,0.27,0,0,7.543,0.293,0.027
439,24,2113,11.36,15,2.37,19.12,67.73,0,4.21,0.88,0.26,0,5.44,16.93,13.02,10.38,2.012,4,25179,12134,13045,48.19,51.81,1678.60,24.96,13.23,84.54,1.13,14.87,5.06,4.83,104457,10.4457,6.773,0.421,0.026,1.693,1.302,1.038,2.37,19.22,67.62,0,4.2,0.88,0.26,0,5.45,6.762,0.42,0.026
440,0,34,0.00,477.8,0.05,5.42,0.27,4.44,4.03,23.94,43.45,17.2,1.2,4.75,1.85,1.43,0.255,2,520,264,256,50.77,49.23,1.09,33.46,7.5,85.38,0,0,8.3,7.53,52813,5.2813,0.027,0.403,4.345,0.475,0.185,0.143,0.04,5.42,0.27,4.32,4.03,24.05,43.56,17.09,1.22,0.027,0.403,4.356
441,81,7461,10.86,79.7,7.58,12.72,48.66,0,22.57,2.98,3.12,0.45,1.93,25.29,10.24,8.01,2.239,4,122284,60235,62049,49.26,50.74,1534.30,23.21,14.01,66.02,3,28.2,5.64,5.03,90633,9.0633,4.866,2.257,0.312,2.529,1.024,0.801,7.58,12.88,48.5,0,22.57,2.98,3.12,0.44,1.94,4.85,2.257,0.312
442,5,412,12.14,505.9,2.89,5.51,0.69,1.5,18.29,26.52,39.77,2.95,1.88,12.54,4.27,3.44,0.125,1,5082,2317,2765,45.59,54.41,10.05,28.53,12.89,86.62,0,1.3,4.23,12.84,48931,4.8931,0.069,1.829,3.977,1.254,0.427,0.344,2.9,5.54,0.66,1.93,18.28,26.38,39.48,2.96,1.87,0.066,1.828,3.948
